pair	upper_genome	lower_genome	upper_chr	upper_start	upper_end	upper_len	lower_chr	lower_start	lower_end	lower_len	strand	aln_len	identity	mapq	sv_type	sv_confidence	sv_description
0	seal	walrus	chr5	142548510	142568421	189809382	HiC_scaffold_5	146859147	146877895	194900523	+	19978	0.90685	60	SYN		
0	seal	walrus	chr12	25802971	25822619	112221121	HiC_scaffold_14	26635935	26655396	116415308	+	19973	0.92810	60	SYN		
0	seal	walrus	chr5	157801308	157821182	189809382	HiC_scaffold_5	162125686	162145292	194900523	+	19970	0.94657	60	SYN		
0	seal	walrus	chr6	100663502	100683427	183866734	HiC_scaffold_7	62155658	62175289	164900479	-	19968	0.94681	60	SYN		
0	seal	walrus	chr15	32575114	32594966	94578441	HiC_scaffold_6	36414407	36433559	169845636	+	19968	0.92518	60	SYN		
0	seal	walrus	chr4	18194640	18214487	194885503	HiC_scaffold_4	176886659	176905544	195332734	-	19968	0.90795	60	SYN		
0	seal	walrus	chr2	61479110	61498996	212544305	HiC_scaffold_1	61988323	62007474	255833283	+	19966	0.92627	60	SYN		
0	seal	walrus	chr6	77158454	77178211	183866734	HiC_scaffold_7	86693467	86713323	164900479	-	19962	0.94905	60	SYN		
0	seal	walrus	chr1	171253216	171272988	217707538	HiC_scaffold_3	48983622	49003216	229927018	-	19960	0.93692	60	SYN		
0	seal	walrus	chr11_X	53251939	53271144	136838675	HiC_scaffold_11	120476722	120494504	133231135	+	19959	0.82735	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr1	137694113	137713433	217707538	HiC_scaffold_3	84694188	84713979	229927018	-	19957	0.92850	60	SYN		
0	seal	walrus	chr5	116134208	116154094	189809382	HiC_scaffold_5	120369533	120389143	194900523	+	19955	0.95360	60	SYN		
0	seal	walrus	chr11_X	58521351	58540226	136838675	HiC_scaffold_11	125724913	125744787	133231135	+	19954	0.91285	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr11_X	10792449	10811898	136838675	HiC_scaffold_11	75306870	75326058	133231135	-	19952	0.91505	60	SYN		
0	seal	walrus	chr7	121568575	121588349	157322065	HiC_scaffold_12	36358551	36378337	126030552	-	19951	0.95519	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr11_X	41807174	41826804	136838675	HiC_scaffold_11	108839519	108857895	133231135	+	19947	0.88038	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr13	64471179	64490979	107648809	HiC_scaffold_13	44167036	44186878	124104227	-	19942	0.95968	60	SYN		
0	seal	walrus	chr3	36474824	36494714	205388059	HiC_scaffold_2	205437030	205451214	241959550	-	19939	0.68690	60	SYN		
0	seal	walrus	chr13	71848133	71868004	107648809	HiC_scaffold_13	36747915	36767742	124104227	-	19938	0.96384	60	SYN		
0	seal	walrus	chr5	118197718	118217267	189809382	HiC_scaffold_5	122432842	122452400	194900523	+	19938	0.92366	60	SYN		
0	seal	walrus	chr12	88460699	88480444	112221121	HiC_scaffold_14	91574476	91593760	116415308	+	19937	0.92933	60	SYN		
0	seal	walrus	chr2	38316949	38336305	212544305	HiC_scaffold_1	38690227	38709488	255833283	+	19937	0.90771	60	SYN		
0	seal	walrus	chr11_X	55011443	55030970	136838675	HiC_scaffold_11	122289335	122309126	133231135	+	19936	0.94603	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr7	115407079	115426928	157322065	HiC_scaffold_12	42600096	42618453	126030552	-	19936	0.88759	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr1	143409620	143429449	217707538	HiC_scaffold_3	78869614	78889158	229927018	-	19932	0.94421	60	SYN		
0	seal	walrus	chr9	63199381	63218980	148077548	HiC_scaffold_9	76923568	76943128	162726345	+	19931	0.93713	60	SYN		
0	seal	walrus	chr9	92388094	92407460	148077548	HiC_scaffold_9	106365496	106385186	162726345	+	19929	0.93196	60	SYN		
0	seal	walrus	chr4	11409923	11429763	194885503	HiC_scaffold_4	183668412	183688218	195332734	-	19928	0.96728	60	DEL	0.966	DEL: chr4→HiC_scaffold_4, gap size 1,886,634bp at 11,429,763
0	seal	walrus	chr11_X	131023037	131042868	136838675	HiC_scaffold_11	6793065	6811906	133231135	-	19925	0.91358	60	SYN		
0	seal	walrus	chr3	184708887	184728417	205388059	HiC_scaffold_2	40619766	40639194	241959550	-	19919	0.92620	60	SYN		
0	seal	walrus	chr1	104314825	104334646	217707538	HiC_scaffold_3	118396688	118416447	229927018	-	19918	0.95557	60	SYN		
0	seal	walrus	chr12	31289585	31309022	112221121	HiC_scaffold_14	32177747	32197505	116415308	+	19916	0.94030	60	SYN		
0	seal	walrus	chr11_X	75974237	75993199	136838675	HiC_scaffold_11	62702706	62722380	133231135	-	19914	0.91473	60	INS	1.0	INS: chr11_X→HiC_scaffold_11, gap size 2,333,167bp at 73,661,618
0	seal	walrus	chr14	45102076	45121835	94996587	HiC_scaffold_15	46211098	46230686	101842037	+	19911	0.94551	60	SYN		
0	seal	walrus	chr3	187416601	187436421	205388059	HiC_scaffold_2	37914274	37933834	241959550	-	19902	0.94533	60	SYN		
0	seal	walrus	chr11_X	86998945	87015267	136838675	HiC_scaffold_11	51886159	51905926	133231135	-	19901	0.79021	60	SYN		
0	seal	walrus	chr6	30635201	30654812	183866734	HiC_scaffold_7	133962105	133981301	164900479	-	19900	0.92211	60	SYN		
0	seal	walrus	chr11_X	115042092	115061648	136838675	HiC_scaffold_11	23011128	23030466	133231135	-	19899	0.93010	60	SYN		
0	seal	walrus	chr5	72527303	72546913	189809382	HiC_scaffold_5	73667521	73687305	194900523	+	19897	0.94994	60	SYN		
0	seal	walrus	chr7	44525168	44544762	157322065	HiC_scaffold_1	209682013	209697987	255833283	-	19895	0.76024	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr4	142282868	142302357	194885503	HiC_scaffold_4	53280326	53299781	195332734	-	19892	0.93173	60	SYN		
0	seal	walrus	chr10	120323144	120342754	139808248	HiC_scaffold_10	121669411	121688040	146617287	+	19892	0.89257	60	SYN		
0	seal	walrus	chr4	46692041	46711604	194885503	HiC_scaffold_4	148167233	148186795	195332734	-	19889	0.93695	60	SYN		
0	seal	walrus	chr13	64878363	64898084	107648809	HiC_scaffold_13	43764499	43783839	124104227	-	19887	0.93428	60	SYN		
0	seal	walrus	chr1	188225274	188245059	217707538	HiC_scaffold_3	31867896	31887663	229927018	-	19885	0.96867	60	SYN		
0	seal	walrus	chr5	5889409	5909139	189809382	HiC_scaffold_5	6076908	6096389	194900523	+	19884	0.94438	60	SYN		
0	seal	walrus	chr5	80056103	80075835	189809382	HiC_scaffold_5	81305949	81325011	194900523	+	19883	0.92179	60	SYN		
0	seal	walrus	chr5	48959815	48979266	189809382	HiC_scaffold_5	49795215	49814980	194900523	+	19882	0.94719	60	SYN		
0	seal	walrus	chr3	52689776	52709134	205388059	HiC_scaffold_2	189231268	189250543	241959550	-	19882	0.91611	60	SYN		
0	seal	walrus	chr10	59749666	59769449	139808248	HiC_scaffold_10	61335371	61355032	146617287	+	19880	0.95966	60	SYN		
0	seal	walrus	chr4	180174294	180193410	194885503	HiC_scaffold_4	15356824	15376493	195332734	-	19877	0.91795	60	SYN		
0	seal	walrus	chr2	58332089	58350259	212544305	HiC_scaffold_1	58861554	58881262	255833283	+	19877	0.87730	60	SYN		
0	seal	walrus	chr9	117841107	117860423	148077548	HiC_scaffold_9	132113001	132132722	162726345	+	19876	0.93590	60	SYN		
0	seal	walrus	chr3	122450514	122469974	205388059	HiC_scaffold_2	119496904	119516456	241959550	-	19874	0.93655	60	SYN		
0	seal	walrus	chr15	12008648	12024914	94578441	HiC_scaffold_6	15260480	15280251	169845636	+	19874	0.78887	60	SYN		
0	seal	walrus	chr4	163620896	163640459	194885503	HiC_scaffold_4	32016199	32035894	195332734	-	19873	0.94470	60	SYN		
0	seal	walrus	chr11_X	48938203	48957982	136838675	HiC_scaffold_11	116154038	116173019	133231135	+	19869	0.92732	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr2	27882958	27902435	212544305	HiC_scaffold_1	28238787	28257299	255833283	+	19868	0.88096	60	SYN		
0	seal	walrus	chr4	77179182	77198504	194885503	HiC_scaffold_4	117514736	117534481	195332734	-	19867	0.93487	60	SYN		
0	seal	walrus	chr13	50863361	50882926	107648809	HiC_scaffold_13	57937938	57953014	124104227	-	19867	0.71989	60	SYN		
0	seal	walrus	chr2	32610939	32630738	212544305	HiC_scaffold_1	32950477	32969994	255833283	+	19866	0.94579	60	SYN		
0	seal	walrus	chr5	74722730	74742484	189809382	HiC_scaffold_5	75981706	76001520	194900523	+	19865	0.96980	60	SYN		
0	seal	walrus	chr2	39392260	39412015	212544305	HiC_scaffold_1	39755193	39774383	255833283	+	19863	0.93113	60	SYN		
0	seal	walrus	chr4	143706294	143725162	194885503	HiC_scaffold_4	51865887	51885564	195332734	-	19862	0.90726	60	SYN		
0	seal	walrus	chr9	82413359	82431988	148077548	HiC_scaffold_9	96319828	96339487	162726345	+	19862	0.90051	60	SYN		
0	seal	walrus	chr8	49520519	49540268	149036999	HiC_scaffold_8	101865747	101885227	164568501	-	19856	0.94757	60	SYN		
0	seal	walrus	chr8	44423959	44443737	149036999	HiC_scaffold_8	107050532	107070029	164568501	-	19855	0.94354	60	SYN		
0	seal	walrus	chr10	46100680	46120117	139808248	HiC_scaffold_10	47671021	47690540	146617287	+	19855	0.93296	60	SYN		
0	seal	walrus	chr6	24207726	24227102	183866734	HiC_scaffold_7	140425598	140445364	164900479	-	19853	0.94273	60	SYN		
0	seal	walrus	chr1	126255050	126274710	217707538	HiC_scaffold_3	96301238	96320988	229927018	-	19851	0.95612	60	SYN		
0	seal	walrus	chr4	71165011	71184530	194885503	HiC_scaffold_4	123488925	123508675	195332734	-	19848	0.94317	60	SYN		
0	seal	walrus	chr2	117774719	117794360	212544305	HiC_scaffold_1	118649347	118668522	255833283	+	19848	0.92664	60	SYN		
0	seal	walrus	chr6	80733725	80753138	183866734	HiC_scaffold_7	83110476	83129543	164900479	-	19848	0.90906	60	SYN		
0	seal	walrus	chr11_X	84917385	84936747	136838675	HiC_scaffold_11	53866420	53885694	133231135	-	19847	0.91681	60	SYN		
0	seal	walrus	chr2	55835788	55855311	212544305	HiC_scaffold_1	56364628	56384092	255833283	+	19846	0.93702	60	SYN		
0	seal	walrus	chr11_X	71004662	71024167	136838675	HiC_scaffold_11	67773704	67792177	133231135	-	19845	0.88425	60	SYN		
0	seal	walrus	chr1	114843768	114860201	217707538	HiC_scaffold_3	107796714	107816209	229927018	-	19841	0.78620	60	SYN		
0	seal	walrus	chr5	64462546	64482186	189809382	HiC_scaffold_5	65494194	65513650	194900523	+	19835	0.94202	60	SYN		
0	seal	walrus	chr13	71767049	71786470	107648809	HiC_scaffold_13	36829662	36849120	124104227	-	19835	0.93295	60	SYN		
0	seal	walrus	chr1	107065484	107085130	217707538	HiC_scaffold_3	115536480	115556104	229927018	-	19833	0.94882	60	SYN		
0	seal	walrus	chr11_X	37612184	37631451	136838675	HiC_scaffold_11	104564424	104584114	133231135	+	19833	0.93642	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr14	21121681	21141318	94996587	HiC_scaffold_15	21716339	21735485	101842037	+	19833	0.92447	60	INS	0.779	INS: chr14→HiC_scaffold_15, gap size 1,263,468bp at 19,913,569
0	seal	walrus	chr11_X	78768667	78788240	136838675	HiC_scaffold_11	59915226	59934025	133231135	-	19833	0.90324	60	SYN		
0	seal	walrus	chr15	26207816	26226408	94578441	HiC_scaffold_6	29957733	29976992	169845636	+	19826	0.88243	60	INS	0.7361	INS: chr15→HiC_scaffold_6, gap size 1,120,475bp at 26,226,408
0	seal	walrus	chr9	127861338	127880604	148077548	HiC_scaffold_9	142266809	142286279	162726345	+	19825	0.92555	60	SYN		
0	seal	walrus	chr4	154554379	154574106	194885503	HiC_scaffold_4	41086100	41105761	195332734	-	19824	0.95717	60	SYN		
0	seal	walrus	chr7	102872049	102891178	157322065	HiC_scaffold_12	55044668	55064150	126030552	-	19824	0.92100	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr5	74912765	74932491	189809382	HiC_scaffold_5	76175994	76195301	194900523	+	19823	0.94643	60	SYN		
0	seal	walrus	chr2	55171627	55191260	212544305	HiC_scaffold_1	55696554	55716242	255833283	+	19822	0.95106	60	SYN		
0	seal	walrus	chr7	118368258	118387945	157322065	HiC_scaffold_12	39584619	39604266	126030552	-	19820	0.96544	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr11_X	111256361	111276079	136838675	HiC_scaffold_11	26822824	26842093	133231135	-	19820	0.93850	60	SYN		
0	seal	walrus	chr1	151837984	151857485	217707538	HiC_scaffold_3	70489003	70508403	229927018	-	19818	0.93339	60	SYN		
0	seal	walrus	chr2	70653107	70672811	212544305	HiC_scaffold_1	71154422	71173836	255833283	+	19816	0.94615	60	SYN		
0	seal	walrus	chr6	39487374	39506808	183866734	HiC_scaffold_7	125081469	125100911	164900479	-	19816	0.93213	60	SYN		
0	seal	walrus	chr7	40379628	40398562	157322065	HiC_scaffold_1	213999045	214018249	255833283	-	19814	0.89679	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr9	45755272	45774972	148077548	HiC_scaffold_9	59265329	59284991	162726345	+	19812	0.95568	60	SYN		
0	seal	walrus	chr1	74698608	74718147	217707538	HiC_scaffold_3	148301820	148319705	229927018	-	19811	0.86316	60	SYN		
0	seal	walrus	chr1	128137546	128156843	217707538	HiC_scaffold_3	94352255	94371808	229927018	-	19809	0.93185	60	SYN		
0	seal	walrus	chr1	15054973	15074335	217707538	HiC_scaffold_3	207996806	208016238	229927018	-	19808	0.92518	60	SYN		
0	seal	walrus	chr3	86074733	86094389	205388059	HiC_scaffold_2	155728782	155748424	241959550	-	19807	0.95729	60	SYN		
0	seal	walrus	chr15	9569926	9589469	94578441	HiC_scaffold_6	12780144	12798236	169845636	+	19807	0.87626	60	SYN		
0	seal	walrus	chr2	135763931	135783432	212544305	HiC_scaffold_1	136820864	136839719	255833283	+	19802	0.90915	60	SYN		
0	seal	walrus	chr2	48170999	48190467	212544305	HiC_scaffold_1	48614609	48632798	255833283	+	19796	0.87098	60	SYN		
0	seal	walrus	chr5	39496565	39515781	189809382	HiC_scaffold_5	40143538	40163040	194900523	+	19793	0.93048	60	SYN		
0	seal	walrus	chr2	60519419	60539137	212544305	HiC_scaffold_1	61030730	61050120	255833283	+	19792	0.94574	60	SYN		
0	seal	walrus	chr11_X	108871855	108891043	136838675	HiC_scaffold_11	29205285	29224718	133231135	-	19792	0.92704	60	SYN		
0	seal	walrus	chr2	97231120	97250620	212544305	HiC_scaffold_1	97872980	97891887	255833283	+	19792	0.91239	60	SYN		
0	seal	walrus	chr15	25595813	25615297	94578441	HiC_scaffold_6	29320643	29340276	169845636	+	19790	0.94805	60	SYN		
0	seal	walrus	chr6	101512162	101531782	183866734	HiC_scaffold_7	61293292	61312708	164900479	-	19789	0.94886	60	SYN		
0	seal	walrus	chr9	34648602	34668280	148077548	HiC_scaffold_9	44145315	44164970	162726345	+	19788	0.95649	60	SYN		
0	seal	walrus	chr8	20258473	20278213	149036999	HiC_scaffold_8	120091050	120110628	164568501	+	19785	0.95618	60	INV	1.0	INV: chr8→HiC_scaffold_8, 35 blocks, coord_span=13,639,115bp, strand=+
0	seal	walrus	chr3	172371487	172391183	205388059	HiC_scaffold_2	52907387	52926942	241959550	-	19785	0.95289	60	SYN		
0	seal	walrus	chr9	87922380	87941740	148077548	HiC_scaffold_9	101842639	101862057	162726345	+	19782	0.94070	60	SYN		
0	seal	walrus	chr2	44821847	44841273	212544305	HiC_scaffold_1	45197376	45216621	255833283	+	19782	0.92776	60	SYN		
0	seal	walrus	chr13	55659571	55678836	107648809	HiC_scaffold_13	53017956	53037196	124104227	-	19773	0.92454	60	SYN		
0	seal	walrus	chr1	78145060	78164419	217707538	HiC_scaffold_3	144799964	144819641	229927018	-	19772	0.94088	60	SYN		
0	seal	walrus	chr11_X	6636031	6655466	136838675	HiC_scaffold_11	79445855	79465197	133231135	-	19770	0.93080	60	SYN		
0	seal	walrus	chr16	15629968	15649427	62635423	HiC_scaffold_16	55933011	55952576	70609125	-	19769	0.95316	60	SYN		
0	seal	walrus	chr1	90938878	90958494	217707538	HiC_scaffold_3	131848216	131867841	229927018	-	19767	0.95664	60	SYN		
0	seal	walrus	chr10	73770258	73789550	139808248	HiC_scaffold_10	75413502	75433158	146617287	+	19765	0.94627	60	SYN		
0	seal	walrus	chr12	35299912	35319608	112221121	HiC_scaffold_14	36300844	36319572	116415308	+	19765	0.91116	60	SYN		
0	seal	walrus	chr8	48729847	48749464	149036999	HiC_scaffold_8	102691519	102710935	164568501	-	19763	0.94318	60	SYN		
0	seal	walrus	chr2	95191725	95211322	212544305	HiC_scaffold_1	95806426	95825844	255833283	+	19762	0.94864	60	SYN		
0	seal	walrus	chr6	9754239	9773452	183866734	HiC_scaffold_7	155049928	155069397	164900479	-	19762	0.92759	60	SYN		
0	seal	walrus	chr11_X	9616083	9634083	136838675	HiC_scaffold_11	76410015	76429682	133231135	-	19759	0.87823	60	SYN		
0	seal	walrus	chr5	130059093	130078515	189809382	HiC_scaffold_5	134360500	134379851	194900523	+	19755	0.93505	60	SYN		
0	seal	walrus	chr14	71119720	71138960	94996587	HiC_scaffold_15	75473347	75492919	101842037	+	19754	0.93773	60	SYN		
0	seal	walrus	chr9	75590327	75609739	148077548	HiC_scaffold_9	89446593	89465963	162726345	+	19754	0.93510	60	SYN		
0	seal	walrus	chr4	6237835	6257091	194885503	HiC_scaffold_4	188877048	188896590	195332734	-	19753	0.92705	60	SYN		
0	seal	walrus	chr6	142895657	142915315	183866734	HiC_scaffold_12	70104400	70123842	126030552	+	19752	0.94937	60	DEL	0.9366	DEL: chr6→HiC_scaffold_12, gap size 1,788,509bp at 142,915,315
0	seal	walrus	chr11_X	57853251	57872632	136838675	HiC_scaffold_11	125051357	125070814	133231135	+	19752	0.93631	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr4	26383301	26402548	194885503	HiC_scaffold_4	168440607	168460159	195332734	-	19750	0.93433	60	SYN		
0	seal	walrus	chr11_X	52043222	52062876	136838675	HiC_scaffold_11	119275002	119294383	133231135	+	19745	0.95786	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr9	88107726	88127137	148077548	HiC_scaffold_9	102020668	102040064	162726345	+	19744	0.93963	60	SYN		
0	seal	walrus	chr4	59715377	59734771	194885503	HiC_scaffold_4	135062533	135081904	195332734	-	19743	0.93588	60	SYN		
0	seal	walrus	chr3	91379491	91398764	205388059	HiC_scaffold_2	150414112	150433415	241959550	-	19742	0.92235	60	SYN		
0	seal	walrus	chr3	171269820	171289332	205388059	HiC_scaffold_2	53979917	53999518	241959550	-	19741	0.94929	60	SYN		
0	seal	walrus	chr11_X	131048760	131068294	136838675	HiC_scaffold_11	6769215	6787241	133231135	-	19741	0.87290	60	SYN		
0	seal	walrus	chr9	5773581	5793236	148077548	HiC_scaffold_9	17817728	17837373	162726345	+	19740	0.95603	60	INS	0.9423	INS: chr9→HiC_scaffold_9, gap size 1,807,771bp at 5,793,236
0	seal	walrus	chr6	109302331	109321749	183866734	HiC_scaffold_7	49100978	49120640	164900479	-	19740	0.94610	60	SYN		
0	seal	walrus	chr1	190653448	190673043	217707538	HiC_scaffold_3	29428089	29445894	229927018	-	19740	0.86459	60	SYN		
0	seal	walrus	chr2	28273789	28293295	212544305	HiC_scaffold_1	28579797	28598654	255833283	+	19739	0.91985	60	SYN		
0	seal	walrus	chr8	55545142	55563658	149036999	HiC_scaffold_8	95705838	95725160	164568501	-	19738	0.88763	60	SYN		
0	seal	walrus	chr7	150340437	150359703	157322065	HiC_scaffold_12	6983394	7002783	126030552	-	19735	0.93012	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr2	181669761	181688947	212544305	HiC_scaffold_6	137324776	137344377	169845636	+	19733	0.93807	60	SYN		
0	seal	walrus	chr7	56831960	56851186	157322065	HiC_scaffold_1	197017152	197036716	255833283	-	19731	0.93741	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr1	165985467	166004692	217707538	HiC_scaffold_3	54295115	54314701	229927018	-	19730	0.94060	60	SYN		
0	seal	walrus	chr12	16632819	16652034	112221121	HiC_scaffold_14	17200201	17219575	116415308	+	19730	0.93239	60	SYN		
0	seal	walrus	chr10	100507968	100527420	139808248	HiC_scaffold_10	101439090	101458183	146617287	+	19728	0.92468	60	SYN		
0	seal	walrus	chr10	46763498	46782426	139808248	HiC_scaffold_10	48335999	48355594	146617287	+	19728	0.92452	60	SYN		
0	seal	walrus	chr9	45949277	45968917	148077548	HiC_scaffold_9	59456506	59475933	162726345	+	19724	0.94494	60	INS	0.7546	INS: chr9→HiC_scaffold_9, gap size 1,182,108bp at 45,968,917
0	seal	walrus	chr9	49010065	49029213	148077548	HiC_scaffold_9	62675621	62695215	162726345	+	19723	0.93175	60	SYN		
0	seal	walrus	chr8	127553689	127572001	149036999	HiC_scaffold_8	22110052	22129684	164568501	-	19720	0.89123	60	SYN		
0	seal	walrus	chr16	31846620	31866200	62635423	HiC_scaffold_16	39298884	39318491	70609125	-	19719	0.95735	60	SYN		
0	seal	walrus	chr11_X	83173238	83192367	136838675	HiC_scaffold_11	55579829	55598972	133231135	-	19719	0.91551	60	SYN		
0	seal	walrus	chr14	53593034	53612415	94996587	HiC_scaffold_15	54897780	54916975	101842037	+	19718	0.92900	60	SYN		
0	seal	walrus	chr12	49622010	49641617	112221121	HiC_scaffold_14	50734801	50753799	116415308	+	19718	0.92743	60	SYN		
0	seal	walrus	chr11_X	99284844	99303801	136838675	HiC_scaffold_11	39092274	39111908	133231135	-	19712	0.93025	60	SYN		
0	seal	walrus	chr1	127454628	127474192	217707538	HiC_scaffold_3	95050905	95068677	229927018	-	19712	0.86561	60	SYN		
0	seal	walrus	chr3	150860587	150880187	205388059	HiC_scaffold_2	90691634	90710309	241959550	-	19710	0.91405	60	SYN		
0	seal	walrus	chr6	58660834	58680205	183866734	HiC_scaffold_7	105589414	105608857	164900479	-	19704	0.94209	60	SYN		
0	seal	walrus	chr2	95269618	95288112	212544305	HiC_scaffold_1	95877162	95896678	255833283	+	19703	0.90306	60	SYN		
0	seal	walrus	chr9	43910269	43929900	148077548	HiC_scaffold_9	57383623	57403210	162726345	+	19702	0.95528	60	SYN		
0	seal	walrus	chr7	142746754	142766102	157322065	HiC_scaffold_12	14710189	14729809	126030552	-	19702	0.94919	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr3	57584390	57604006	205388059	HiC_scaffold_2	184260546	184279860	241959550	-	19702	0.94391	60	SYN		
0	seal	walrus	chr5	76227004	76246111	189809382	HiC_scaffold_5	77492952	77511981	194900523	+	19701	0.90797	60	SYN		
0	seal	walrus	chr9	27574196	27593811	148077548	HiC_scaffold_9	39387056	39406633	162726345	+	19698	0.96807	60	SYN		
0	seal	walrus	chr7	35310886	35330494	157322065	HiC_scaffold_1	219362132	219381654	255833283	-	19697	0.95289	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr12	80491543	80511133	112221121	HiC_scaffold_14	83609180	83628494	116415308	+	19695	0.94496	60	INS	1.0	INS: chr12→HiC_scaffold_14, gap size 2,629,684bp at 77,964,836
0	seal	walrus	chr10	55329301	55348431	139808248	HiC_scaffold_10	56941748	56961185	146617287	+	19694	0.92896	60	SYN		
0	seal	walrus	chr11_X	26270522	26290116	136838675	HiC_scaffold_11	93184583	93203037	133231135	+	19694	0.90454	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr5	138171833	138191444	189809382	HiC_scaffold_5	142508679	142528279	194900523	+	19693	0.96100	60	SYN		
0	seal	walrus	chr2	51450501	51469827	212544305	HiC_scaffold_1	51918278	51937331	255833283	+	19693	0.92175	60	SYN		
0	seal	walrus	chr8	124858755	124878317	149036999	HiC_scaffold_8	24838946	24858134	164568501	-	19692	0.93317	60	SYN		
0	seal	walrus	chr9	35656401	35675962	148077548	HiC_scaffold_9	45167495	45186567	162726345	+	19689	0.92823	60	DEL	0.802	DEL: chr9→HiC_scaffold_9, gap size 1,340,101bp at 35,675,962
0	seal	walrus	chr11_X	54972871	54992461	136838675	HiC_scaffold_11	122252035	122271203	133231135	+	19688	0.94342	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr6	36946664	36965847	183866734	HiC_scaffold_7	127615074	127634547	164900479	-	19688	0.93336	60	SYN		
0	seal	walrus	chr1	49253608	49272988	217707538	HiC_scaffold_3	173838525	173858068	229927018	-	19687	0.94240	60	SYN		
0	seal	walrus	chr13	78998801	79017956	107648809	HiC_scaffold_13	29590383	29609686	124104227	-	19685	0.91958	60	DEL	0.719	DEL: chr13→HiC_scaffold_13, gap size 1,063,266bp at 79,017,956
0	seal	walrus	chr12	25633582	25653074	112221121	HiC_scaffold_14	26452342	26471911	116415308	+	19681	0.95005	60	SYN		
0	seal	walrus	chr2	84374391	84393903	212544305	HiC_scaffold_1	84935120	84954419	255833283	+	19681	0.94528	60	SYN		
0	seal	walrus	chr9	15885093	15904631	148077548	HiC_scaffold_9	27863772	27883116	162726345	+	19679	0.94283	60	SYN		
0	seal	walrus	chr7	42824502	42844026	157322065	HiC_scaffold_1	211514701	211533832	255833283	-	19679	0.93140	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr8	100229702	100249188	149036999	HiC_scaffold_8	50140730	50159341	164568501	-	19678	0.90675	60	SYN		
0	seal	walrus	chr4	53632544	53652120	194885503	HiC_scaffold_4	141167003	141182237	195332734	-	19678	0.74347	60	SYN		
