adjacent_pair	preset	pair_label	pair	upperGenome	lowerGenome	upper	upperStart	upperEnd	upperLen	lower	lowerStart	lowerEnd	lowerLen	strand	alnLen	identity	mapq	upper_block_rank	lower_block_rank	chr_pair_block_count	chr_pair_aln_sum	source_block_index_after_filters	reason
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4083381	4088681	169845636	chr5	157586938	157592237	166558604	+	5317	0.958250	10	4	5	65	293099	44572	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4452343	4457852	169845636	chr5	163461232	163466715	166558604	+	5515	0.957390	3	4	5	65	293099	44597	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4452343	4457852	169845636	chr5	155488337	155493820	166558604	+	5515	0.957750	3	4	5	65	293099	44607	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	44764	48100	169845636	chr5	94907	98215	166558604	+	3336	0.963730	60	4	5	65	293099	44628	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4452343	4457852	169845636	chr5	156458893	156464376	166558604	+	5516	0.957760	3	4	5	65	293099	44638	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4083381	4088681	169845636	chr5	163492962	163498262	166558604	+	5318	0.957880	8	4	5	65	293099	44642	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	70735	75539	169845636	chr5	120366	125135	166558604	+	4816	0.957850	60	4	5	65	293099	44646	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4083381	4088681	169845636	chr5	161956237	161961535	166558604	+	5318	0.957880	10	4	5	65	293099	44653	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4083381	4088681	169845636	chr5	162246093	162251392	166558604	+	5317	0.957680	30	4	5	65	293099	44724	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4452433	4457852	169845636	chr5	157555335	157560727	166558604	+	5426	0.957980	3	4	5	65	293099	44725	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4083381	4088681	169845636	chr5	156490607	156495899	166558604	+	5318	0.956000	13	4	5	65	293099	44739	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4083381	4088681	169845636	chr5	157220272	157225571	166558604	+	5317	0.957490	14	4	5	65	293099	44762	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4452066	4458011	169845636	chr5	159566678	159572596	166558604	+	5952	0.953970	60	4	5	65	293099	44792	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4083381	4088681	169845636	chr5	155520037	155525335	166558604	+	5316	0.957110	30	4	5	65	293099	44830	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	38469	42154	169845636	chr5	25686	29176	166558604	+	3694	0.914190	54	4	5	65	293099	44970	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4083381	4088681	169845636	chr5	154778340	154783624	166558604	+	5315	0.954840	13	4	5	65	293099	44986	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	20945	24744	169845636	chr5	166507332	166511162	166558604	-	3834	0.955660	60	4	5	65	293099	44991	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4083381	4088681	169845636	chr5	160538496	160543789	166558604	+	5318	0.953930	8	4	5	65	293099	45238	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	58241	60217	169845636	chr5	166472830	166474806	166558604	-	1976	0.970140	60	4	5	65	293099	45338	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	27327	29342	169845636	chr5	166502718	166504733	166558604	-	2025	0.966420	60	4	5	65	293099	45434	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	47759	49768	169845636	chr5	97874	99879	166558604	+	2010	0.965170	60	4	5	65	293099	45467	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	42477	45808	169845636	chr5	29254	32580	166558604	+	3344	0.955440	52	4	5	65	293099	45563	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	33300	35329	169845636	chr5	83968	86005	166558604	+	2038	0.962220	10	4	5	65	293099	45587	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	33266	35853	169845636	chr5	20623	23211	166558604	+	2594	0.959520	52	4	5	65	293099	45631	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4467971	4472028	169845636	chr5	156474521	156478575	166558604	+	4068	0.947890	60	4	5	65	293099	45745	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4467971	4471939	169845636	chr5	157570872	157574837	166558604	+	3979	0.947470	60	4	5	65	293099	45746	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_14	68381907	68384181	116415308	chr5	154163224	154165489	166558604	-	2278	0.956100	4	5	8	1	2278	45750	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4467971	4471595	169845636	chr5	154762286	154765920	166558604	+	3636	0.952700	60	4	5	65	293099	45759	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	33390	37666	169845636	chr5	166494551	166498678	166558604	-	4290	0.920510	14	4	5	65	293099	45766	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4467971	4472021	169845636	chr5	157204211	157208270	166558604	+	4064	0.948570	60	4	5	65	293099	45770	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4467971	4471806	169845636	chr5	161940197	161944034	166558604	+	3847	0.949570	60	4	5	65	293099	45777	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4467971	4472028	169845636	chr5	163476877	163480930	166558604	+	4067	0.947630	60	4	5	65	293099	45778	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_8	155112023	155116101	164568501	chr5	166443260	166447342	166558604	+	4093	0.952600	60	7	6	4	12437	45785	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4467971	4472021	169845636	chr5	162230023	162234079	166558604	+	4060	0.949260	60	4	5	65	293099	45789	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4467971	4471939	169845636	chr5	155503967	155507944	166558604	+	3985	0.946050	60	4	5	65	293099	45795	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	106866620	106868871	169845636	chr5	145851	148100	166558604	-	2252	0.956040	12	4	5	65	293099	45802	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4467971	4471595	169845636	chr5	159581909	159585546	166558604	+	3639	0.950260	60	4	5	65	293099	45807	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4467971	4472014	169845636	chr5	160522405	160526443	166558604	+	4052	0.948170	60	4	5	65	293099	45816	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_8	149891261	149894063	164568501	chr5	166417629	166420397	166558604	+	2803	0.951840	60	7	6	4	12437	45822	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_8	149903343	149905740	164568501	chr5	166427921	166430329	166558604	+	2420	0.947930	60	7	6	4	12437	45832	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_8	149879184	149882298	164568501	chr5	166405779	166408896	166558604	+	3121	0.952580	60	7	6	4	12437	45837	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4040883	4044455	169845636	chr5	157183581	157186942	166558604	+	3579	0.892430	38	4	5	65	293099	45845	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4040883	4044455	169845636	chr5	155482656	155486015	166558604	+	3579	0.892430	22	4	5	65	293099	45858	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4040883	4044455	169845636	chr5	160501093	160504452	166558604	+	3579	0.892430	6	4	5	65	293099	45859	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4040883	4044455	169845636	chr5	163455551	163458910	166558604	+	3579	0.892430	6	4	5	65	293099	45860	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	5608994	5613320	169845636	chr5	160513227	160517554	166558604	-	4336	0.947420	60	4	5	65	293099	45865	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4474027	4477172	169845636	chr5	157210281	157213426	166558604	+	3149	0.951730	60	4	5	65	293099	45867	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4042455	4044455	169845636	chr5	162210747	162212751	166558604	+	2005	0.956110	23	4	5	65	293099	45869	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4474027	4477172	169845636	chr5	161946259	161949405	166558604	+	3149	0.951100	60	4	5	65	293099	45870	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4054064	4056712	169845636	chr5	155495601	155498254	166558604	+	2658	0.943940	23	4	5	65	293099	45875	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	5608330	5613320	169845636	chr5	156465347	156470326	166558604	-	5006	0.942870	60	4	5	65	293099	45876	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	5608952	5613320	169845636	chr5	154753114	154757475	166558604	-	4373	0.947630	60	4	5	65	293099	45877	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	5608330	5613320	169845636	chr5	163467686	163472681	166558604	-	5021	0.940050	60	4	5	65	293099	45878	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	5608330	5613320	169845636	chr5	161931022	161936001	166558604	-	5000	0.945000	60	4	5	65	293099	45879	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	2424705	2428014	241959550	chr5	134861	138166	166558604	+	3315	0.951130	60	9	7	1	3315	45880	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4040801	4044455	169845636	chr5	159561193	159564632	166558604	+	3661	0.893200	3	4	5	65	293099	45882	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4040345	4044455	169845636	chr5	161918349	161922245	166558604	+	4118	0.896070	19	4	5	65	293099	45883	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	4040325	4044455	169845636	chr5	157549006	157552923	166558604	+	4139	0.896830	7	4	5	65	293099	45884	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	5610929	5613320	169845636	chr5	157195708	157198098	166558604	-	2398	0.946210	60	4	5	65	293099	45886	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	161559398	161569948	255833283	chr6	1874969	1886022	153385142	+	11297	0.886960	9	5	3	10	54871	49836	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_9	18	7112	162726345	chr6	153377082	153384586	153385142	-	7629	0.910470	60	5	7	3	15257	50110	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	161557840	161567671	255833283	chr6	1146587	1156890	153385142	-	10578	0.878050	60	5	3	10	54871	50173	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_9	257	5293	162726345	chr6	153375391	153380915	153385142	-	5588	0.886180	8	5	7	3	15257	51549	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	161531699	161538505	255833283	chr6	3720809	3727859	153385142	+	7100	0.919440	26	5	3	10	54871	51807	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	161542476	161545819	255833283	chr6	1168735	1172124	153385142	-	3412	0.946070	60	5	3	10	54871	51900	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	161557840	161560821	255833283	chr6	2065001	2067941	153385142	+	2986	0.959140	60	5	3	10	54871	52024	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	10753222	10757839	195332734	chr6	2087475	2092096	153385142	+	4626	0.960010	60	4	5	5	13967	52036	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	22412	24881	195332734	chr6	679510	681973	153385142	+	2469	0.968810	45	4	5	5	13967	52138	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_12	114873254	114876493	126030552	chr6	698699	701938	153385142	-	3242	0.963910	17	4	8	3	9274	52178	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	161542475	161549483	255833283	chr6	2049809	2056794	153385142	+	7040	0.951560	15	5	3	10	54871	52318	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	22412	24874	195332734	chr6	2112880	2115338	153385142	-	2462	0.965880	23	4	5	5	13967	52340	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	161575961	161579985	255833283	chr6	1258656	1262850	153385142	+	4216	0.916980	11	5	3	10	54871	52403	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	161487695	161491702	255833283	chr6	1299855	1303868	153385142	+	4025	0.957520	60	5	3	10	54871	52420	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_12	114237172	114240633	126030552	chr6	2143625	2147091	153385142	-	3496	0.951090	60	4	8	3	9274	52536	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_5	189012539	189015067	194900523	chr6	3733849	3736381	153385142	-	2532	0.963270	60	6	12	1	2532	52623	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	3740278	3746793	241959550	chr6	2348228	2354777	153385142	+	6583	0.946230	31	6	4	6	29406	52637	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	27247	30088	169845636	chr6	1951967	1954867	153385142	-	2909	0.942940	3	17	9	2	6082	52646	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_11	2714509	2717585	133231135	chr6	2008856	2011933	153385142	+	3095	0.952500	25	6	11	1	3095	52684	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_12	114234628	114237152	126030552	chr6	2147110	2149416	153385142	-	2536	0.874610	5	4	8	3	9274	52697	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	3740281	3746793	241959550	chr6	1476662	1483195	153385142	+	6566	0.948520	29	6	4	6	29406	52698	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	109851548	109853748	195332734	chr6	2944177	2946378	153385142	+	2205	0.960540	10	4	5	5	13967	52699	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	109851548	109853748	195332734	chr6	2956840	2959041	153385142	+	2205	0.960540	10	4	5	5	13967	52700	lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	3740278	3746794	241959550	chr6	1301977	1308611	153385142	-	6673	0.934960	60	6	4	6	29406	52743	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	161496524	161498555	255833283	chr6	1308854	1310878	153385142	+	2032	0.958170	60	5	3	10	54871	52769	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	3778444	3780750	241959550	chr6	3688090	3690414	153385142	+	2329	0.952770	5	6	4	6	29406	52784	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	44191022	44194041	124104227	chr6	1239477	1242505	153385142	+	3028	0.957400	60	7	6	4	10793	52801	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_10	133342169	133344870	146617287	chr6	1570518	1573214	153385142	+	2701	0.955940	10	9	10	2	4807	52826	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	10643789	10648728	241959550	chr6	2058499	2063250	153385142	+	4943	0.921100	60	6	4	6	29406	52855	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_9	969376	971405	162726345	chr6	2257391	2259425	153385142	+	2040	0.950000	60	5	7	3	15257	52887	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	21930083	21933254	169845636	chr6	2183388	2186559	153385142	+	3173	0.956820	3	17	9	2	6082	52888	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	111099513	111101451	124104227	chr6	2102730	2104689	153385142	+	1960	0.945410	10	7	6	4	10793	52931	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_10	19950	22046	146617287	chr6	2093362	2095429	153385142	-	2106	0.940650	10	9	10	2	4807	52938	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	161296963	161298925	255833283	chr6	1747248	1749425	153385142	-	2185	0.860870	7	5	3	10	54871	52942	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_2	3707526	3709834	241959550	chr6	1443032	1445333	153385142	+	2312	0.948100	26	6	4	6	29406	52944	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	111081428	111085173	124104227	chr6	3974385	3977888	153385142	-	3756	0.889780	50	7	6	4	10793	52950	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	111087641	111089683	124104227	chr6	3969945	3971969	153385142	-	2049	0.944850	53	7	6	4	10793	52955	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	61287	74784	169845636	chr7	151216785	151230109	151280815	-	13523	0.949050	60	5	2	47	132055	57477	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	53850	61551	169845636	chr7	66509	74221	151280815	+	7730	0.963260	60	5	2	47	132055	57851	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	50293	57980	169845636	chr7	151233401	151240889	151280815	-	7735	0.932640	60	5	2	47	132055	58179	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	37937	42148	169845636	chr7	51353	55357	151280815	+	4221	0.916840	60	5	2	47	132055	58916	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	27265	29405	169845636	chr7	151261120	151263262	151280815	-	2148	0.975330	60	5	2	47	132055	59099	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	62080	65449	169845636	chr7	74738	78087	151280815	+	3381	0.959480	60	5	2	47	132055	59141	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	38469	41486	169845636	chr7	151249377	151252194	151280815	-	3018	0.908550	60	5	2	47	132055	59160	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	124072554	124081037	124104227	chr7	34487	43008	151280815	-	8589	0.944930	60	6	3	6	25625	59207	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	42482	48094	169845636	chr7	55516	61097	151280815	+	5626	0.954850	60	5	2	47	132055	59298	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	44986	48067	169845636	chr7	151242994	151246060	151280815	-	3081	0.965920	37	5	2	47	132055	59417	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	50293	52937	169845636	chr7	63166	65809	151280815	+	2646	0.967500	60	5	2	47	132055	59452	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	47612	49706	169845636	chr7	151241355	151243449	151280815	-	2095	0.968970	60	5	2	47	132055	59586	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	47612	49706	169845636	chr7	60615	62708	151280815	+	2094	0.968480	60	5	2	47	132055	59587	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	58241	60217	169845636	chr7	151231163	151233139	151280815	-	1976	0.970140	56	5	2	47	132055	59589	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	10968217	10970467	255833283	chr7	113361008	113363263	151280815	-	2255	0.964080	5	7	4	4	9196	59742	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	10968217	10970467	255833283	chr7	113402804	113405058	151280815	-	2255	0.962750	60	7	4	4	9196	59797	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	10968217	10970643	255833283	chr7	113381730	113384160	151280815	-	2431	0.960920	60	7	4	4	9196	59824	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_10	146173851	146175911	146617287	chr7	91025	93099	151280815	-	2075	0.958550	16	11	10	1	2075	59858	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_1	10968217	10970467	255833283	chr7	113369369	113371623	151280815	-	2255	0.960090	12	7	4	4	9196	59862	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	33264	36379	169845636	chr7	151254150	151257262	151280815	-	3123	0.956450	32	5	2	47	132055	59870	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_4	193939308	193942458	195332734	chr7	112856176	112859333	151280815	-	3157	0.957870	60	6	6	3	9061	59874	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	117937718	117941447	124104227	chr7	113116091	113119821	151280815	-	3731	0.955780	5	6	3	6	25625	59876	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	117937718	117941447	124104227	chr7	113035981	113039711	151280815	-	3731	0.955780	5	6	3	6	25625	59877	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	33390	35418	169845636	chr7	46939	48973	151280815	+	2036	0.957270	60	5	2	47	132055	59880	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	117937718	117941447	124104227	chr7	112969075	112972805	151280815	-	3731	0.955780	5	6	3	6	25625	59884	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_3	61073688	61076659	229927018	chr7	109500087	109503071	151280815	+	2984	0.958110	60	5	7	2	5590	59892	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_13	117937718	117941447	124104227	chr7	112918892	112922622	151280815	-	3731	0.955240	26	6	3	6	25625	59900	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	42482	44436	169845636	chr7	151246615	151248563	151280815	-	1955	0.961130	11	5	2	47	132055	59903	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_15	99421378	99425418	101842037	chr7	151181456	151185343	151280815	+	4047	0.917470	48	7	5	3	9264	59918	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_14	24893629	24895827	116415308	chr7	113212900	113215101	151280815	+	2201	0.958200	13	6	9	1	2201	59920	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_3	51684241	51686839	229927018	chr7	113297431	113300037	151280815	+	2606	0.956250	3	5	7	2	5590	59922	upper_partner_rank>4;lower_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111608162	111610280	151280815	-	2119	0.957530	60	5	2	47	132055	59930	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111399054	111401171	151280815	-	2118	0.957510	8	5	2	47	132055	59941	upper_partner_rank>4
1	asm5	walrus_vs_hai_lion	1	walrus	hai_lion	HiC_scaffold_6	119994189	119996305	169845636	chr7	111599798	111601915	151280815	-	2118	0.957510	59	5	2	47	132055	59942	upper_partner_rank>4
